order_id,order_date,customer_id,customer_segment,region,product_category,product_name,unit_price,quantity,discount_percent,payment_method,delivery_days,delivery_status,customer_rating,total_sales,rating_missing
ORD-00384,2024-08-18,CUST-1167,Premium,Central,Electronics,Smartwatch,4145.72,4,15,COD,1.0,Cancelled,1.0,14095.45,False
ORD-00385,2024-02-06,CUST-1166,New,North,Grocery,Protein Bar Pack,263.85,1,0,UPI,1.0,Cancelled,3.0,263.85,False
ORD-00386,2024-11-08,CUST-1205,New,West,Electronics,Bluetooth Speaker,5067.84,1,10,Net Banking,3.0,Cancelled,2.0,4561.06,False
ORD-00387,2024-10-06,CUST-1030,Regular,South,Books,Comic Book,393.18,6,15,COD,3.0,Delivered,5.0,2005.22,False
ORD-00388,2024-10-24,CUST-1124,New,North,Books,Cookbook,565.06,4,0,Credit Card,1.0,Delivered,3.0,2260.24,False
ORD-00389,2024-08-31,CUST-1177,New,Central,Electronics,Smartwatch,5411.96,4,20,UPI,3.0,Cancelled,4.0,17318.27,False
ORD-00390,2024-06-03,CUST-1092,Premium,Central,Beauty,Perfume,1717.99,6,25,UPI,6.0,Delayed,5.0,7730.96,False
ORD-00391,2024-03-17,CUST-1111,Regular,East,Grocery,Green Tea Pack,404.07,2,0,Wallet,8.0,Delayed,5.0,808.14,False
ORD-00392,2024-03-21,CUST-1107,New,East,Electronics,Wireless Earbuds,4650.17,5,0,UPI,1.0,Delivered,5.0,23250.85,False
ORD-00393,2024-04-12,CUST-1156,Regular,South,Home & Kitchen,Blender,568.71,6,10,COD,7.0,Delayed,4.0,3071.03,False
ORD-00394,2024-05-18,CUST-1117,Regular,South,Fashion,Handbag,2243.52,6,5,Net Banking,4.0,Delivered,5.0,12788.06,False
ORD-00395,2024-03-28,CUST-1151,Regular,West,Home & Kitchen,Cushion Cover,759.56,6,15,Net Banking,10.0,Delivered,,3873.76,True
ORD-00396,2024-06-16,CUST-1250,New,North,Books,Comic Book,702.13,2,0,COD,7.0,Cancelled,4.0,1404.26,False
ORD-00397,2024-09-02,CUST-1055,New,East,Grocery,Protein Bar Pack,136.98,5,10,Net Banking,2.0,Delivered,5.0,616.41,False
ORD-00398,2024-03-23,CUST-1223,Regular,West,Books,Fiction Novel,161.95,6,5,Credit Card,8.0,Cancelled,1.0,923.11,False
ORD-00399,2024-01-17,CUST-1175,New,Central,Electronics,Power Bank,5445.86,3,15,Net Banking,5.0,Cancelled,5.0,13886.94,False
ORD-00400,2024-01-27,CUST-1017,Premium,South,Electronics,Smartwatch,5715.68,6,5,UPI,2.0,Delayed,5.0,32579.38,False
ORD-00401,2024-10-24,CUST-1095,Regular,West,Fashion,Jacket,606.61,4,20,COD,4.0,Cancelled,4.0,1941.15,False
ORD-00402,2024-09-29,CUST-1016,New,West,Sports,Yoga Mat,2039.61,5,20,Credit Card,5.0,Delivered,5.0,8158.44,False
ORD-00403,2024-03-25,CUST-1075,Regular,Central,Beauty,Lipstick,625.81,1,0,UPI,5.0,Delayed,2.0,625.81,False
ORD-00404,2024-05-29,CUST-1148,Regular,East,Home & Kitchen,Storage Box,1692.55,6,0,COD,4.0,Cancelled,2.0,10155.3,False
ORD-00405,2024-06-04,CUST-1073,New,South,Books,Biography,781.43,4,10,Net Banking,10.0,Delayed,3.0,2813.15,False
ORD-00406,2024-10-01,CUST-1060,New,North,Beauty,Lipstick,1170.74,2,20,Net Banking,5.0,Cancelled,3.0,1873.18,False
ORD-00407,2024-10-14,CUST-1031,New,West,Fashion,Handbag,1003.1,2,0,COD,1.0,Delivered,5.0,2006.2,False
ORD-00408,2024-09-16,CUST-1037,Premium,West,Beauty,Shampoo,407.49,6,15,Net Banking,6.0,Cancelled,4.0,2078.2,False
ORD-00409,2024-10-09,CUST-1155,Premium,South,Electronics,Power Bank,5480.91,2,20,Wallet,2.0,Cancelled,4.0,8769.46,False
ORD-00410,2024-08-16,CUST-1170,Regular,West,Fashion,Running Shoes,828.43,1,15,UPI,2.0,Cancelled,,704.17,True
ORD-00411,2024-05-25,CUST-1189,Regular,West,Grocery,Olive Oil 1L,506.59,3,0,Net Banking,6.0,Delivered,5.0,1519.77,False
ORD-00412,2024-10-27,CUST-1238,Premium,West,Grocery,Olive Oil 1L,901.47,4,0,Credit Card,10.0,Delivered,2.0,3605.88,False
ORD-00413,2024-12-29,CUST-1077,Premium,East,Beauty,Shampoo,833.95,5,10,COD,10.0,Cancelled,3.0,3752.78,False
ORD-00414,2024-05-14,CUST-1165,New,North,Books,Comic Book,318.39,1,0,Credit Card,5.0,Delayed,5.0,318.39,False
ORD-00415,2024-09-03,CUST-1131,Premium,Central,Beauty,Face Serum,1138.17,3,15,Credit Card,10.0,Delayed,5.0,2902.33,False
ORD-00416,2024-12-20,CUST-1074,Regular,Central,Fashion,Jacket,457.98,3,10,Credit Card,3.0,Cancelled,5.0,1236.55,False
ORD-00417,2024-03-26,CUST-1176,Regular,North,Fashion,Denim Jeans,2364.66,5,25,Wallet,9.0,Cancelled,5.0,8867.47,False
ORD-00418,2024-07-09,CUST-1048,Premium,Central,Home & Kitchen,Blender,291.92,5,5,Wallet,8.0,Cancelled,5.0,1386.62,False
ORD-00419,2024-08-23,CUST-1209,Regular,Central,Books,Biography,676.7,1,10,Wallet,2.0,Delayed,2.0,609.03,False
ORD-00420,2024-03-06,CUST-1028,New,North,Fashion,Running Shoes,377.65,1,0,COD,3.0,Delayed,4.0,377.65,False
ORD-00421,2024-10-30,CUST-1200,New,Central,Electronics,Smartphone Case,1360.65,6,15,UPI,1.0,Cancelled,5.0,6939.32,False
ORD-00422,2024-03-15,CUST-1017,New,Central,Fashion,Denim Jeans,2110.62,1,0,Credit Card,5.0,Cancelled,5.0,2110.62,False
ORD-00423,2024-10-02,CUST-1047,Regular,North,Fashion,Denim Jeans,2903.51,2,25,UPI,1.0,Delayed,2.0,4355.27,False
ORD-00424,2024-02-27,CUST-1184,New,North,Beauty,Sunscreen,503.55,2,10,Net Banking,6.0,Delayed,2.0,906.39,False
ORD-00425,2024-06-08,CUST-1215,Regular,East,Electronics,Power Bank,2274.78,5,20,UPI,8.0,Delivered,4.0,9099.12,False
ORD-00426,2024-09-24,CUST-1250,New,North,Books,Comic Book,654.07,4,10,Net Banking,2.0,Delivered,2.0,2354.65,False
ORD-00427,2024-04-29,CUST-1164,Regular,East,Home & Kitchen,Blender,2183.62,4,0,COD,7.0,Cancelled,5.0,8734.48,False
ORD-00428,2024-03-16,CUST-1188,New,North,Sports,Football,3953.84,5,5,COD,8.0,Cancelled,2.0,18780.74,False
ORD-00429,2024-03-19,CUST-1075,Premium,West,Electronics,Smartphone Case,2789.69,6,5,COD,5.0,Cancelled,2.0,15901.23,False
ORD-00430,2024-01-10,CUST-1009,New,South,Home & Kitchen,Cushion Cover,1366.75,5,15,Wallet,1.0,Cancelled,5.0,5808.69,False
ORD-00431,2024-08-08,CUST-1175,Premium,Central,Grocery,Almonds 500g,1073.17,2,10,COD,3.0,Delayed,4.0,1931.71,False
ORD-00432,2024-09-10,CUST-1011,New,East,Sports,Dumbbell Set,2174.73,4,5,Net Banking,10.0,Cancelled,5.0,8263.97,False
ORD-00433,2024-07-13,CUST-1165,Regular,Central,Sports,Yoga Mat,3131.22,6,5,Credit Card,2.0,Cancelled,5.0,17847.95,False
ORD-00434,2024-10-02,CUST-1178,Regular,Central,Electronics,Bluetooth Speaker,1395.25,2,0,Credit Card,6.0,Delayed,1.0,2790.5,False
ORD-00435,2024-09-07,CUST-1093,Regular,South,Beauty,Perfume,794.0,5,0,COD,2.0,Cancelled,4.0,3970.0,False
ORD-00436,2024-05-27,CUST-1183,Premium,North,Grocery,Organic Rice 5kg,1024.42,5,0,Wallet,5.0,Delayed,1.0,5122.1,False
ORD-00437,2024-08-06,CUST-1138,Regular,South,Home & Kitchen,Non-stick Pan,2090.89,5,10,COD,4.0,Delayed,5.0,9409.0,False
ORD-00438,2024-10-07,CUST-1210,Premium,West,Home & Kitchen,Cushion Cover,1924.95,6,25,Net Banking,3.0,Cancelled,1.0,8662.28,False
ORD-00439,2024-11-16,CUST-1216,Regular,West,Sports,Cycling Gloves,3455.27,4,15,Net Banking,1.0,Delivered,,11747.92,True
ORD-00440,2024-05-26,CUST-1204,Regular,West,Books,Self-Help Book,784.48,3,25,COD,3.0,Cancelled,4.0,1765.08,False
ORD-00441,2024-03-22,CUST-1010,Premium,West,Beauty,Sunscreen,1217.42,1,0,Credit Card,5.0,Delivered,3.0,1217.42,False
ORD-00442,2024-02-02,CUST-1060,New,Central,Grocery,Organic Rice 5kg,445.3,3,25,Wallet,7.0,Delivered,5.0,1001.92,False
ORD-00443,2024-09-11,CUST-1206,Premium,South,Sports,Cycling Gloves,3813.8,5,5,COD,2.0,Delivered,4.0,18115.55,False
ORD-00444,2024-07-28,CUST-1174,New,East,Fashion,Cotton T-Shirt,772.92,3,10,UPI,5.0,Delayed,1.0,2086.88,False
ORD-00445,2024-11-06,CUST-1245,Premium,East,Beauty,Shampoo,1505.25,1,20,Credit Card,1.0,Cancelled,1.0,1204.2,False
ORD-00446,2024-07-20,CUST-1234,Regular,East,Grocery,Green Tea Pack,1043.41,4,0,COD,5.0,Delivered,4.0,4173.64,False
ORD-00447,2024-07-30,CUST-1090,Regular,Central,Home & Kitchen,Non-stick Pan,2925.39,4,10,Wallet,6.0,Cancelled,5.0,10531.4,False
ORD-00448,2024-11-24,CUST-1021,New,South,Home & Kitchen,Storage Box,2509.43,1,20,UPI,3.0,Cancelled,5.0,2007.54,False
ORD-00449,2024-06-12,CUST-1072,New,North,Books,Self-Help Book,785.22,6,10,COD,8.0,Delayed,5.0,4240.19,False
ORD-00450,2024-01-11,CUST-1179,New,North,Fashion,Handbag,2666.25,5,0,COD,1.0,Cancelled,,13331.25,True
ORD-00451,2024-03-28,CUST-1126,New,South,Beauty,Perfume,579.26,1,5,UPI,10.0,Delivered,2.0,550.3,False
ORD-00452,2024-03-07,CUST-1104,New,North,Grocery,Almonds 500g,416.76,4,10,Net Banking,7.0,Delayed,4.0,1500.34,False
ORD-00453,2024-10-25,CUST-1182,Regular,West,Fashion,Jacket,1517.64,2,5,Wallet,8.0,Delayed,2.0,2883.52,False
ORD-00454,2024-04-30,CUST-1011,New,East,Electronics,Wireless Earbuds,3696.4,1,5,Wallet,8.0,Cancelled,5.0,3511.58,False
ORD-00455,2024-03-08,CUST-1033,New,East,Beauty,Shampoo,1762.91,6,5,Wallet,9.0,Delayed,1.0,10048.59,False
ORD-00456,2024-09-12,CUST-1067,Premium,East,Fashion,Running Shoes,615.47,1,0,COD,5.0,Delivered,5.0,615.47,False
ORD-00457,2024-12-02,CUST-1119,Regular,North,Home & Kitchen,Storage Box,2731.95,2,15,COD,8.0,Delivered,1.0,4644.31,False
ORD-00458,2024-08-22,CUST-1046,New,Central,Beauty,Shampoo,1781.55,5,10,Net Banking,8.0,Cancelled,2.0,8016.98,False
ORD-00459,2024-10-19,CUST-1072,Premium,North,Books,Biography,309.3,1,15,COD,3.0,Delayed,5.0,262.91,False
ORD-00460,2024-02-11,CUST-1167,Premium,West,Sports,Yoga Mat,3396.82,2,0,Net Banking,8.0,Cancelled,5.0,6793.64,False
ORD-00461,2024-11-25,CUST-1065,New,South,Books,Biography,246.99,1,25,COD,5.0,Delivered,5.0,185.24,False
ORD-00462,2024-11-27,CUST-1154,New,East,Electronics,Smartphone Case,1647.29,4,5,Credit Card,3.0,Delayed,2.0,6259.7,False
ORD-00463,2024-05-17,CUST-1023,New,Central,Sports,Dumbbell Set,2111.61,4,10,Net Banking,10.0,Delayed,5.0,7601.8,False
ORD-00464,2024-09-10,CUST-1032,Premium,East,Books,Self-Help Book,635.71,6,0,UPI,9.0,Cancelled,,3814.26,True
ORD-00465,2024-01-24,CUST-1090,Regular,Central,Beauty,Shampoo,1088.08,5,0,Credit Card,9.0,Cancelled,2.0,5440.4,False
ORD-00466,2024-04-03,CUST-1171,Regular,Central,Electronics,Wireless Earbuds,4650.68,4,0,Net Banking,7.0,Delayed,1.0,18602.72,False
ORD-00467,2024-11-05,CUST-1117,Premium,West,Grocery,Green Tea Pack,332.18,1,20,Wallet,5.0,Cancelled,2.0,265.74,False
ORD-00468,2024-12-19,CUST-1048,New,South,Beauty,Shampoo,1170.52,5,5,COD,7.0,Cancelled,4.0,5559.97,False
ORD-00469,2024-10-02,CUST-1039,Premium,West,Fashion,Denim Jeans,1476.63,6,25,COD,4.0,Delayed,2.0,6644.84,False
ORD-00470,2024-10-18,CUST-1126,Premium,Central,Electronics,Power Bank,3843.18,2,5,Wallet,7.0,Cancelled,1.0,7302.04,False
ORD-00471,2024-09-19,CUST-1068,Premium,West,Sports,Cricket Bat,436.96,4,10,COD,6.0,Delivered,5.0,1573.06,False
ORD-00472,2024-12-23,CUST-1150,Premium,East,Beauty,Perfume,1699.29,3,10,Wallet,7.0,Cancelled,1.0,4588.08,False
ORD-00473,2024-12-30,CUST-1216,New,Central,Books,Comic Book,248.37,3,20,UPI,7.0,Delayed,5.0,596.09,False
ORD-00474,2024-04-12,CUST-1012,New,East,Books,Fiction Novel,650.29,2,0,Net Banking,3.0,Delayed,5.0,1300.58,False
ORD-00475,2024-02-02,CUST-1200,Regular,North,Books,Self-Help Book,281.04,5,0,Wallet,6.0,Delayed,5.0,1405.2,False
ORD-00476,2024-01-26,CUST-1219,New,Central,Fashion,Jacket,1931.58,1,20,Credit Card,8.0,Cancelled,5.0,1545.26,False
ORD-00477,2024-03-21,CUST-1209,New,North,Electronics,Smartphone Case,4075.62,2,5,UPI,5.0,Delayed,5.0,7743.68,False
ORD-00478,2024-05-26,CUST-1038,Premium,West,Beauty,Face Serum,554.77,4,5,UPI,9.0,Delivered,3.0,2108.13,False
ORD-00479,2024-09-21,CUST-1086,Regular,West,Grocery,Olive Oil 1L,554.75,4,10,UPI,6.0,Delayed,1.0,1997.1,False
ORD-00480,2024-03-18,CUST-1107,Regular,Central,Electronics,Power Bank,4747.8,6,20,Net Banking,10.0,Cancelled,1.0,22789.44,False
ORD-00481,2024-05-23,CUST-1166,Regular,East,Books,Cookbook,831.92,1,25,COD,9.0,Delivered,3.0,623.94,False
ORD-00482,2024-03-05,CUST-1040,New,North,Home & Kitchen,Non-stick Pan,370.15,3,10,Wallet,9.0,Cancelled,,999.4,True
ORD-00483,2024-08-04,CUST-1193,Premium,North,Home & Kitchen,Blender,2954.74,3,20,COD,9.0,Delayed,2.0,7091.38,False
ORD-00484,2024-10-24,CUST-1146,Premium,South,Sports,Yoga Mat,1976.64,2,25,COD,10.0,Cancelled,,2964.96,True
ORD-00485,2024-04-08,CUST-1227,New,West,Books,Self-Help Book,228.92,5,15,UPI,6.0,Delayed,5.0,972.91,False
ORD-00486,2024-10-13,CUST-1242,Regular,West,Electronics,Bluetooth Speaker,4319.48,4,15,UPI,9.0,Delivered,5.0,14686.23,False
ORD-00487,2024-12-26,CUST-1094,New,Central,Sports,Dumbbell Set,2093.63,4,0,COD,9.0,Delivered,,8374.52,True
ORD-00488,2024-03-19,CUST-1200,Premium,West,Electronics,Bluetooth Speaker,3773.18,1,15,Credit Card,2.0,Delayed,5.0,3207.2,False
ORD-00489,2024-01-02,CUST-1230,Regular,West,Home & Kitchen,Blender,845.0,6,10,COD,2.0,Cancelled,,4563.0,True
ORD-00490,2024-11-21,CUST-1159,Regular,West,Grocery,Protein Bar Pack,246.09,2,15,UPI,8.0,Delayed,5.0,418.35,False
ORD-00491,2024-05-22,CUST-1031,Premium,Central,Home & Kitchen,Cushion Cover,398.91,6,10,Credit Card,2.0,Delivered,3.0,2154.11,False
ORD-00492,2024-09-24,CUST-1070,New,South,Sports,Cycling Gloves,2434.37,1,15,Wallet,4.0,Delayed,5.0,2069.21,False
ORD-00493,2024-01-24,CUST-1023,New,North,Electronics,Smartwatch,3955.65,4,15,Wallet,5.0,Delivered,1.0,13449.21,False
ORD-00494,2024-06-06,CUST-1025,Regular,South,Home & Kitchen,Blender,843.67,1,0,COD,7.0,Delayed,3.0,843.67,False
ORD-00495,2024-04-13,CUST-1118,Premium,West,Home & Kitchen,Storage Box,3310.13,1,0,Credit Card,4.0,Delayed,4.0,3310.13,False
ORD-00496,2024-10-10,CUST-1021,Premium,Central,Electronics,Power Bank,4094.41,1,5,UPI,10.0,Delivered,2.0,3889.69,False
ORD-00497,2024-08-04,CUST-1042,New,North,Home & Kitchen,Cushion Cover,3452.25,2,15,COD,9.0,Delayed,5.0,5868.82,False
ORD-00498,2024-11-19,CUST-1178,New,South,Sports,Cricket Bat,3406.1,4,5,Wallet,4.0,Delayed,,12943.18,True
ORD-00499,2024-06-24,CUST-1084,New,South,Beauty,Lipstick,1157.23,3,20,Credit Card,5.0,Cancelled,5.0,2777.35,False
ORD-00500,2024-07-30,CUST-1007,Premium,West,Beauty,Face Serum,1637.38,6,0,Credit Card,9.0,Delayed,5.0,9824.28,False
ORD-00501,2024-03-31,CUST-1071,Premium,East,Grocery,Olive Oil 1L,1010.21,3,10,UPI,1.0,Delivered,2.0,2727.57,False
ORD-00502,2024-04-29,CUST-1210,Premium,West,Grocery,Protein Bar Pack,787.76,6,0,Credit Card,8.0,Delayed,5.0,4726.56,False
ORD-00503,2024-12-03,CUST-1058,Premium,East,Sports,Cycling Gloves,2127.84,5,0,UPI,10.0,Cancelled,3.0,10639.2,False
ORD-00504,2024-08-20,CUST-1104,Regular,North,Electronics,Smartwatch,3995.17,6,15,Wallet,1.0,Delayed,5.0,20375.37,False
ORD-00505,2024-04-24,CUST-1225,Premium,North,Beauty,Shampoo,1003.47,1,20,UPI,1.0,Cancelled,4.0,802.78,False
ORD-00506,2024-06-17,CUST-1160,Regular,East,Beauty,Face Serum,1663.04,2,0,UPI,5.0,Delivered,2.0,3326.08,False
ORD-00507,2024-06-19,CUST-1148,New,North,Beauty,Lipstick,1732.02,1,25,Credit Card,9.0,Delivered,4.0,1299.01,False
ORD-00508,2024-03-06,CUST-1013,Regular,West,Beauty,Shampoo,1618.64,6,0,COD,1.0,Delivered,5.0,9711.84,False
ORD-00509,2024-12-03,CUST-1166,Premium,North,Sports,Football,1162.51,5,25,COD,10.0,Cancelled,1.0,4359.41,False
ORD-00510,2024-10-31,CUST-1158,Regular,South,Home & Kitchen,Cushion Cover,875.56,1,0,UPI,2.0,Delivered,4.0,875.56,False
ORD-00511,2024-08-11,CUST-1087,Regular,East,Grocery,Organic Rice 5kg,166.54,3,15,Credit Card,9.0,Cancelled,5.0,424.68,False
ORD-00512,2024-10-13,CUST-1048,Premium,West,Sports,Dumbbell Set,512.08,5,25,COD,1.0,Cancelled,5.0,1920.3,False
ORD-00513,2024-11-11,CUST-1235,New,South,Books,Cookbook,789.01,5,5,UPI,5.0,Delayed,5.0,3747.8,False
ORD-00514,2024-06-18,CUST-1142,New,South,Sports,Dumbbell Set,1184.37,6,25,Net Banking,6.0,Delayed,4.0,5329.66,False
ORD-00515,2024-01-16,CUST-1062,New,South,Fashion,Jacket,2764.31,3,0,Credit Card,4.0,Delivered,4.0,8292.93,False
ORD-00516,2024-12-12,CUST-1094,Regular,South,Grocery,Almonds 500g,1101.71,1,25,Wallet,3.0,Cancelled,5.0,826.28,False
ORD-00517,2024-04-07,CUST-1011,Premium,Central,Beauty,Face Serum,345.51,2,25,UPI,4.0,Cancelled,,518.26,True
ORD-00518,2024-05-23,CUST-1169,Premium,North,Home & Kitchen,Blender,1314.96,1,20,UPI,3.0,Cancelled,,1051.97,True
ORD-00519,2024-04-01,CUST-1163,Premium,North,Beauty,Perfume,767.54,5,10,UPI,6.0,Delivered,5.0,3453.93,False
ORD-00520,2024-06-05,CUST-1021,Regular,West,Fashion,Handbag,2630.55,4,0,Wallet,7.0,Delayed,5.0,10522.2,False
ORD-00521,2024-06-21,CUST-1045,Regular,South,Fashion,Jacket,411.09,5,15,Net Banking,7.0,Cancelled,5.0,1747.13,False
ORD-00522,2024-09-13,CUST-1009,Premium,South,Electronics,Bluetooth Speaker,5487.67,3,25,Net Banking,9.0,Delivered,,12347.26,True
ORD-00523,2024-12-15,CUST-1233,Regular,North,Books,Cookbook,337.52,6,25,Net Banking,5.0,Delayed,4.0,1518.84,False
ORD-00524,2024-10-23,CUST-1185,Premium,South,Grocery,Almonds 500g,961.44,4,10,COD,1.0,Delivered,5.0,3461.18,False
ORD-00525,2024-08-24,CUST-1115,Premium,North,Sports,Cycling Gloves,3208.11,4,20,Net Banking,6.0,Delivered,2.0,10265.95,False
ORD-00526,2024-09-12,CUST-1076,Regular,Central,Sports,Dumbbell Set,1430.62,6,0,Credit Card,6.0,Cancelled,5.0,8583.72,False
ORD-00527,2024-10-17,CUST-1027,Regular,Central,Grocery,Organic Rice 5kg,1114.36,2,5,COD,10.0,Cancelled,5.0,2117.28,False
ORD-00528,2024-03-31,CUST-1074,Premium,Central,Home & Kitchen,Non-stick Pan,807.13,6,15,Credit Card,1.0,Delayed,5.0,4116.36,False
ORD-00529,2024-07-29,CUST-1231,New,South,Electronics,Bluetooth Speaker,3496.36,2,5,UPI,7.0,Delayed,3.0,6643.08,False
ORD-00530,2024-10-27,CUST-1211,Regular,Central,Beauty,Sunscreen,411.99,5,5,UPI,4.0,Cancelled,,1956.95,True
ORD-00531,2024-10-21,CUST-1076,Regular,Central,Home & Kitchen,Cushion Cover,3107.53,4,10,UPI,1.0,Delayed,2.0,11187.11,False
ORD-00532,2024-08-22,CUST-1040,Regular,Central,Fashion,Denim Jeans,2729.9,6,10,Net Banking,7.0,Cancelled,3.0,14741.46,False
ORD-00533,2024-10-10,CUST-1064,New,Central,Electronics,Smartphone Case,5525.43,4,25,Credit Card,2.0,Delayed,5.0,16576.29,False
ORD-00534,2024-08-24,CUST-1234,New,East,Electronics,Wireless Earbuds,4122.11,6,20,COD,7.0,Delayed,5.0,19786.13,False
ORD-00535,2024-12-31,CUST-1045,Regular,North,Beauty,Face Serum,286.21,6,0,Wallet,8.0,Cancelled,3.0,1717.26,False
ORD-00536,2024-05-19,CUST-1178,New,Central,Beauty,Lipstick,278.02,1,20,Credit Card,5.0,Delayed,5.0,222.42,False
ORD-00537,2024-01-25,CUST-1003,Regular,South,Books,Cookbook,482.99,5,0,Credit Card,7.0,Delivered,4.0,2414.95,False
ORD-00538,2024-09-19,CUST-1109,New,South,Electronics,Smartphone Case,4564.86,1,10,UPI,2.0,Delivered,5.0,4108.37,False
ORD-00539,2024-06-10,CUST-1011,New,South,Home & Kitchen,LED Lamp,814.27,4,20,COD,1.0,Delayed,5.0,2605.66,False
ORD-00540,2024-10-01,CUST-1236,Premium,South,Grocery,Protein Bar Pack,649.53,1,20,Net Banking,10.0,Delivered,3.0,519.62,False
ORD-00541,2024-02-04,CUST-1150,Premium,North,Books,Cookbook,883.52,6,10,UPI,6.0,Delivered,1.0,4771.01,False
ORD-00542,2024-05-04,CUST-1009,New,Central,Sports,Yoga Mat,1442.74,6,10,COD,10.0,Cancelled,2.0,7790.8,False
ORD-00543,2024-01-21,CUST-1062,New,Central,Home & Kitchen,Blender,1153.91,6,25,Credit Card,4.5,Cancelled,5.0,5192.6,False
ORD-00544,2024-06-13,CUST-1036,New,South,Fashion,Denim Jeans,1941.77,4,15,Credit Card,3.0,Delivered,5.0,6602.02,False
ORD-00545,2024-09-16,CUST-1063,Regular,East,Sports,Cycling Gloves,3375.52,2,0,Wallet,2.0,Delayed,5.0,6751.04,False
ORD-00546,2024-07-03,CUST-1209,Regular,North,Books,Self-Help Book,353.9,4,0,COD,7.0,Delayed,5.0,1415.6,False
ORD-00547,2024-10-02,CUST-1155,Regular,North,Grocery,Organic Rice 5kg,934.74,3,15,Net Banking,3.0,Delivered,,2383.59,True
ORD-00548,2024-01-07,CUST-1125,Regular,Central,Books,Comic Book,296.79,2,0,Credit Card,9.0,Delayed,5.0,593.58,False
ORD-00549,2024-04-09,CUST-1094,Premium,North,Electronics,Wireless Earbuds,2801.1,5,0,COD,7.0,Delayed,4.0,14005.5,False
ORD-00550,2024-07-04,CUST-1243,Premium,South,Books,Self-Help Book,331.76,1,25,Credit Card,1.0,Delivered,3.0,248.82,False
ORD-00551,2024-12-27,CUST-1077,Premium,Central,Grocery,Organic Rice 5kg,808.84,4,10,COD,10.0,Cancelled,2.0,2911.82,False
ORD-00552,2024-02-15,CUST-1001,New,West,Home & Kitchen,Storage Box,2695.5,6,25,Credit Card,2.0,Delivered,5.0,12129.75,False
ORD-00553,2024-08-08,CUST-1115,Premium,South,Electronics,Power Bank,3529.8,6,5,UPI,3.0,Delivered,3.0,20119.86,False
ORD-00554,2024-07-28,CUST-1087,New,Central,Electronics,Smartphone Case,5007.73,2,5,UPI,8.0,Delayed,2.0,9514.69,False
ORD-00555,2024-01-04,CUST-1194,Regular,West,Beauty,Face Serum,165.69,3,25,COD,5.0,Delayed,1.0,372.8,False
ORD-00556,2024-06-10,CUST-1025,New,West,Sports,Football,1545.24,6,5,COD,4.0,Cancelled,5.0,8807.87,False
ORD-00557,2024-09-28,CUST-1048,New,East,Grocery,Green Tea Pack,128.25,1,25,Credit Card,5.0,Cancelled,4.0,96.19,False
ORD-00558,2024-12-13,CUST-1238,Regular,North,Home & Kitchen,Non-stick Pan,3401.19,6,5,COD,8.0,Delayed,4.0,19386.78,False
ORD-00559,2024-09-15,CUST-1119,New,West,Sports,Dumbbell Set,2934.19,5,15,Credit Card,1.0,Delayed,3.0,12470.31,False
ORD-00560,2024-12-03,CUST-1196,Regular,South,Books,Biography,330.68,2,0,Net Banking,2.0,Cancelled,2.0,661.36,False
ORD-00561,2024-09-08,CUST-1096,Premium,West,Beauty,Face Serum,1248.04,5,20,Wallet,2.0,Delayed,5.0,4992.16,False
ORD-00562,2024-02-14,CUST-1032,Regular,West,Grocery,Green Tea Pack,345.91,1,5,Wallet,2.0,Cancelled,2.0,328.61,False
ORD-00563,2024-07-17,CUST-1151,New,North,Electronics,Bluetooth Speaker,1121.8,5,0,COD,7.0,Delivered,5.0,5609.0,False
ORD-00564,2024-04-22,CUST-1008,Premium,East,Sports,Football,1468.93,3,25,Net Banking,8.0,Cancelled,5.0,3305.09,False
ORD-00565,2024-09-01,CUST-1183,New,South,Books,Fiction Novel,355.09,6,15,Credit Card,4.0,Delivered,5.0,1810.96,False
ORD-00566,2024-12-03,CUST-1100,New,Central,Grocery,Olive Oil 1L,900.14,3,25,Net Banking,3.0,Delayed,1.0,2025.32,False
ORD-00567,2024-02-19,CUST-1117,Premium,South,Books,Self-Help Book,675.83,5,10,Wallet,3.0,Delivered,5.0,3041.24,False
ORD-00568,2024-04-21,CUST-1096,Regular,South,Beauty,Sunscreen,630.28,2,0,Credit Card,4.0,Delivered,1.0,1260.56,False
ORD-00569,2024-09-20,CUST-1125,Regular,Central,Home & Kitchen,Storage Box,833.81,1,0,UPI,6.0,Cancelled,5.0,833.81,False
ORD-00570,2024-02-15,CUST-1125,Premium,Central,Books,Comic Book,731.89,6,20,UPI,8.0,Delivered,5.0,3513.07,False
ORD-00571,2024-12-21,CUST-1083,New,Central,Sports,Cycling Gloves,3953.19,4,5,UPI,2.0,Delayed,3.0,15022.12,False
ORD-00572,2024-09-28,CUST-1192,New,North,Grocery,Organic Rice 5kg,533.18,5,25,UPI,8.0,Cancelled,2.0,1999.42,False
ORD-00573,2024-06-09,CUST-1008,New,North,Books,Self-Help Book,153.99,4,25,Wallet,2.0,Delayed,1.0,461.97,False
ORD-00574,2024-05-07,CUST-1147,Regular,East,Home & Kitchen,Cushion Cover,807.71,6,0,Wallet,5.0,Delayed,1.0,4846.26,False
ORD-00575,2024-12-05,CUST-1141,New,Central,Sports,Cycling Gloves,2189.18,6,0,Net Banking,1.0,Delayed,4.0,13135.08,False
ORD-00576,2024-05-13,CUST-1137,New,North,Fashion,Jacket,1439.44,5,5,Net Banking,7.0,Cancelled,3.0,6837.34,False
